suburb,address,price,sold_date,property_type,bedrooms,bathrooms,parking,land_size,collected_at
MOAMA,"63 Lawson Drive, Moama NSW 2731",685000,,house,4.0,2.0,3.0,895.0,2025-03-18T04:39:27.733789
MODANVILLE,"5 Dunromin Drive, Modanville NSW 2480",1030000,2025-02-26,acreage-semi-rural,4.0,2.0,2.0,5009.0,2025-03-18T04:39:27.736331
MODANVILLE,"33 Highview Crescent, Modanville NSW 2480",1150000,2025-01-28,acreage-semi-rural,3.0,2.0,4.0,7673.0,2025-03-18T04:39:27.736331
MOGENDOURA,"552 Larrys Mountain Road, Mogendoura NSW 2537",1480000,2025-02-27,house,3.0,2.0,3.0,105200.0,2025-03-18T04:39:27.737332
MOGO,"10 Park Street, Mogo NSW 2536",275000,2025-01-30,residential land,,,,1012.0,2025-03-18T04:39:33.717683
MOLLYMOOK,"3/14 Buchan Street, Mollymook NSW 2539",617720,2025-02-25,townhouse,2.0,2.0,1.0,158.0,2025-03-18T04:39:45.187235
MOLLYMOOK,"27 Molloy Street, Mollymook NSW 2539",1350000,2025-02-18,house,4.0,2.0,3.0,665.0,2025-03-18T04:39:45.187235
MOLLYMOOK,"1 Clissold Street, Mollymook NSW 2539",1650000,2025-02-04,house,3.0,2.0,1.0,1126.0,2025-03-18T04:39:45.187235
MOLLYMOOK,"15 Molloy Street, Mollymook NSW 2539",525000,2025-01-16,residential land,,,,784.0,2025-03-18T04:39:45.187235
MOLLYMOOK,"12 Molloy Street, Mollymook NSW 2539",943000,2025-01-02,house,4.0,2.0,2.0,873.0,2025-03-18T04:39:45.187235
MOLLYMOOK BEACH,"40 Jones Avenue, Mollymook Beach NSW 2539",1370000,2025-02-14,house,3.0,1.0,1.0,757.0,2025-03-18T04:39:45.188770
MOLLYMOOK BEACH,"35 Forest Way, Mollymook Beach NSW 2539",970000,2025-02-13,house,4.0,2.0,2.0,809.0,2025-03-18T04:39:45.188770
MOLLYMOOK BEACH,"33 Bushland Avenue, Mollymook Beach NSW 2539",930000,2025-01-28,house,3.0,2.0,1.0,797.0,2025-03-18T04:39:45.188770
MOLLYMOOK BEACH,"7 Driver Avenue, Mollymook Beach NSW 2539",1110000,2025-01-17,house,4.0,2.0,1.0,758.0,2025-03-18T04:39:45.188770
MONA VALE,"3/64 Surfview Road, Mona Vale NSW 2103",1250000,2025-03-17,apartment,2.0,1.0,1.0,,2025-03-18T04:39:49.977858
MONA VALE,"8/33 Seabeach Avenue, Mona Vale NSW 2103",1110000,2025-03-14,apartment,2.0,1.0,1.0,121.0,2025-03-18T04:39:49.977858
MONA VALE,"9/37 Seabeach Avenue, Mona Vale NSW 2103",1200000,2025-03-12,apartment,2.0,1.0,1.0,,2025-03-18T04:39:49.977858
MONA VALE,"11/33 Seabeach Avenue, Mona Vale NSW 2103",1200000,2025-03-10,apartment,2.0,1.0,1.0,123.0,2025-03-18T04:39:49.977858
MONA VALE,"1639a Pittwater Road, Mona Vale NSW 2103",1865000,2025-03-10,townhouse,3.0,2.0,3.0,357.0,2025-03-18T04:39:49.977858
MONA VALE,"10/33 Seabeach Avenue, Mona Vale NSW 2103",1195000,2025-03-05,apartment,2.0,1.0,1.0,121.0,2025-03-18T04:39:49.977858
MONA VALE,"1625 Pittwater Road, Mona Vale NSW 2103",1755000,2025-03-03,house,4.0,3.0,4.0,556.0,2025-03-18T04:39:49.977858
MONA VALE,"8 Jenkins Street, Mona Vale NSW 2103",2650000,2025-02-28,house,8.0,3.0,2.0,620.0,2025-03-18T04:39:49.977858
MONA VALE,"9 Illaroo Place, Mona Vale NSW 2103",2200000,2025-02-27,townhouse,3.0,2.0,2.0,222.0,2025-03-18T04:39:49.977858
MONA VALE,"4/25 Seabeach Avenue, Mona Vale NSW 2103",1210000,2025-02-26,apartment,2.0,1.0,1.0,69.0,2025-03-18T04:39:49.977858
MONA VALE,"44 Maxwell Street, Mona Vale NSW 2103",3200000,2025-02-22,house,4.0,4.0,3.0,739.0,2025-03-18T04:39:49.977858
MONA VALE,"5/39 Seabeach Avenue, Mona Vale NSW 2103",1530000,2025-02-22,unit,2.0,1.0,1.0,,2025-03-18T04:39:49.977858
MONA VALE,"7/12 Golf Avenue, Mona Vale NSW 2103",1186500,2025-02-19,unit,2.0,1.0,1.0,1200.0,2025-03-18T04:39:49.977858
MONA VALE,"6/59 Darley Street East, Mona Vale NSW 2103",2400000,2025-02-17,townhouse,3.0,2.0,2.0,225.0,2025-03-18T04:39:49.977858
MONA VALE,"2/58 Golf Avenue, Mona Vale NSW 2103",1860000,2025-02-13,townhouse,3.0,1.0,1.0,,2025-03-18T04:39:49.977858
MONA VALE,"4 Whitney Street, Mona Vale NSW 2103",2610000,2025-01-30,house,4.0,2.0,2.0,934.0,2025-03-18T04:39:49.977858
MONA VALE,"70 Vineyard Street, Mona Vale NSW 2103",1741000,2025-01-30,house,4.0,1.0,1.0,462.0,2025-03-18T04:39:49.977858
MONA VALE,"68 Waratah Street, Mona Vale NSW 2103",2100000,2025-01-14,house,3.0,2.0,3.0,241.0,2025-03-18T04:39:49.977858
MONTEREY,"4/89 Barton Street, Monterey NSW 2217",1150000,2025-03-12,townhouse,2.0,1.0,1.0,,2025-03-18T04:40:04.681946
MONTEREY,"7/197 President Avenue, Monterey NSW 2217",730000,2025-03-12,unit,2.0,1.0,1.0,,2025-03-18T04:40:04.681946
MONTEREY,"64 Culver Street, Monterey NSW 2217",2300000,2025-03-06,house,5.0,2.0,1.0,487.0,2025-03-18T04:40:04.681946
MONTEREY,"85 Barton Street, Monterey NSW 2217",2800000,2025-02-26,house,5.0,3.0,3.0,438.0,2025-03-18T04:40:04.681946
MONTEREY,"12/193 President Avenue, Monterey NSW 2217",765000,2025-02-22,apartment,2.0,1.0,1.0,,2025-03-18T04:40:04.681946
MONTEREY,"3/121 Barton Street, Monterey NSW 2217",1655000,2025-02-08,villa,3.0,2.0,2.0,190.0,2025-03-18T04:40:04.681946
MONTEREY,"49 Solander Street, Monterey NSW 2217",3070000,2025-02-03,house,5.0,3.0,4.0,,2025-03-18T04:40:04.681946
MOONBI,"19 Thomas Street, Moonbi NSW 2353",780000,2025-01-24,house,4.0,2.0,4.0,2023.0,2025-03-18T04:40:20.626178
MOONBI,"66 Gill Street, Moonbi NSW 2353",620000,2025-01-06,house,2.0,1.0,7.0,3000.0,2025-03-18T04:40:20.626178
MOONBI,"""Kiirra"" 231 Tanglewood Road, Moonbi NSW 2353",850000,2025-01-06,lifestyle,3.0,2.0,2.0,32000.0,2025-03-18T04:40:20.626178
MOONEE BEACH,"8 Stingray Creek Road, Moonee Beach NSW 2450",740000,2025-03-06,house,3.0,1.0,1.0,322.0,2025-03-18T04:40:24.655724
MOONEE BEACH,"24 Rodeo Court, Moonee Beach NSW 2450",1700000,2025-02-01,house,6.0,5.0,4.0,6016.0,2025-03-18T04:40:24.655724
MOONEE BEACH,"37/50 Moonee Beach Road, Moonee Beach NSW 2450",385000,2025-01-28,retirement living,2.0,1.0,,,2025-03-18T04:40:24.655724
MOORE CREEK,"7 Kestral Street, Moore Creek NSW 2340",235000,2025-03-10,residential land,,,,1035.0,2025-03-18T04:40:30.403164
MOORE CREEK,"16 Sea Eagle Avenue, Moore Creek NSW 2340",265000,2025-02-13,residential land,,,,1025.0,2025-03-18T04:40:30.403164
MOORE CREEK,"1213 Jubata Drive, Moore Creek NSW 2340",283000,2025-02-12,residential land,,,,2391.0,2025-03-18T04:40:30.403164
MOORE CREEK,"50 Glenmore Drive, Moore Creek NSW 2340",302000,2025-02-05,residential land,,,,2176.0,2025-03-18T04:40:30.403164
MOORE CREEK,"21 Peppercress Court, Moore Creek NSW 2340",249000,2025-01-20,residential land,,,,1806.0,2025-03-18T04:40:30.403164
MOORE CREEK,"166 Browns Lane, Moore Creek NSW 2340",945000,2025-01-09,house,4.0,2.0,4.0,2632.0,2025-03-18T04:40:30.403164
MOOREBANK,"5 Selway Avenue, Moorebank NSW 2170",1601000,2025-03-15,house,4.0,1.0,2.0,790.0,2025-03-18T04:40:35.831265
MOOREBANK,"10 Bradshaw Avenue, Moorebank NSW 2170",1075000,2025-03-14,house,3.0,1.0,2.0,582.0,2025-03-18T04:40:35.831265
MOOREBANK,"19 Harvey Avenue, Moorebank NSW 2170",1585000,2025-03-08,house,5.0,3.0,2.0,686.0,2025-03-18T04:40:35.831265
MOOREBANK,"64B Moorebank Avenue, Moorebank NSW 2170",780000,2025-03-06,duplex-semi-detached,3.0,1.0,3.0,,2025-03-18T04:40:35.831265
MOOREBANK,"78 Thompson Avenue, Moorebank NSW 2170",1270000,2025-03-05,duplex-semi-detached,5.0,3.0,2.0,,2025-03-18T04:40:35.831265
MOOREBANK,"54 Biddle Street, Moorebank NSW 2170",1610000,2025-03-02,house,4.0,2.0,2.0,375.0,2025-03-18T04:40:35.831265
MOOREBANK,"76 Thompson Avenue, Moorebank NSW 2170",1240000,2025-02-18,terrace,5.0,3.0,2.0,,2025-03-18T04:40:35.831265
MOOREBANK,"61B Selway Avenue, Moorebank NSW 2170",1230000,2025-02-11,duplex-semi-detached,4.0,3.0,1.0,234.0,2025-03-18T04:40:35.831265
MOOREBANK,"6 Turton Road, Moorebank NSW 2170",1520000,2025-02-08,house,5.0,3.0,2.0,430.0,2025-03-18T04:40:35.831265
MOOREBANK,"3 Elan Close, Moorebank NSW 2170",2310000,2025-02-01,house,5.0,4.0,2.0,773.0,2025-03-18T04:40:35.831265
MOOREBANK,"18/96-98 Nuwarra Road, Moorebank NSW 2170",575000,2025-01-31,unit,2.0,2.0,2.0,137.0,2025-03-18T04:40:35.831265
MOOREBANK,"1/96-98 Nuwarra Road, Moorebank NSW 2170",593500,2025-01-29,apartment,2.0,2.0,1.0,,2025-03-18T04:40:35.831265
MOOREBANK,"1/43 Craig Avenue, Moorebank NSW 2170",1245000,2025-01-23,duplex-semi-detached,5.0,3.0,2.0,,2025-03-18T04:40:35.831265
MOOREBANK,"9B Swain Street, Moorebank NSW 2170",930000,2025-01-22,duplex-semi-detached,3.0,2.0,2.0,,2025-03-18T04:40:35.831265
MOOREBANK,"61A Selway Avenue, Moorebank NSW 2170",1250000,2025-01-17,duplex-semi-detached,4.0,3.0,1.0,280.0,2025-03-18T04:40:35.831265
MOOREBANK,"4/14 Dredge Avenue, Moorebank NSW 2170",1061000,2025-01-17,townhouse,3.0,2.0,2.0,,2025-03-18T04:40:35.831265
MOOREBANK,"80A Clyde Avenue, Moorebank NSW 2170",1210000,2025-01-14,house,4.0,2.0,2.0,,2025-03-18T04:40:35.831265
MORISSET,"44 Beauty Point Road, Morisset NSW 2264",1200000,2025-03-07,house,4.0,2.0,2.0,2072.0,2025-03-18T04:40:45.632882
MORISSET,"119/1a Stockton Street, Morisset NSW 2264",490000,2025-03-03,villa,2.0,1.0,1.0,,2025-03-18T04:40:45.632882
MORISSET,"3 Terrigal Street, Morisset NSW 2264",1200000,2025-02-24,house,3.0,1.0,2.0,,2025-03-18T04:40:45.632882
MORISSET,"164 Bridge Street, Morisset NSW 2264",1300000,2025-02-21,house,4.0,2.0,2.0,1532.0,2025-03-18T04:40:45.632882
MORISSET,"82 Marconi Road, Morisset NSW 2264",1600000,2025-02-19,acreage-semi-rural,4.0,2.0,10.0,9429.0,2025-03-18T04:40:45.632882
MORISSET,"11/17a Stockton Street, Morisset NSW 2264",540000,2025-02-19,unit,2.0,2.0,1.0,,2025-03-18T04:40:45.632882
MORISSET,"15 Wharf Street, Morisset NSW 2264",915000,2025-01-22,house,4.0,1.0,1.0,1018.0,2025-03-18T04:40:45.632882
MORISSET PARK,"1 Macquarie Road, Morisset Park NSW 2264",1475000,2025-03-04,other,4.0,3.0,3.0,1205.0,2025-03-18T04:40:45.634425
MORISSET PARK,"2 Celestial Drive, Morisset Park NSW 2264",890000,2025-02-14,house,4.0,2.0,2.0,,2025-03-18T04:40:45.634425
MORISSET PARK,"42 Henry Road, Morisset Park NSW 2264",2300000,2025-02-01,house,4.0,4.0,6.0,2713.0,2025-03-18T04:40:45.634425
MORISSET PARK,"25A Macquarie Road, Morisset Park NSW 2264",2300000,2025-01-21,house,4.0,5.0,7.0,2235.0,2025-03-18T04:40:45.634425
MORPETH,"1/119 Swan Street, Morpeth NSW 2321",520000,2025-03-12,house,2.0,1.0,2.0,,2025-03-18T04:40:53.909858
MORPETH,"Lot 5 Lot 5 Duckenfield Road, Morpeth NSW 2321",650000,2025-01-26,residential land,,,,854.0,2025-03-18T04:40:53.909858
MORPETH,"57 Close Street, Morpeth NSW 2321",900000,2025-01-23,house,4.0,2.0,1.0,385.0,2025-03-18T04:40:53.909858
MORTDALE,"30 Broughton Street, Mortdale NSW 2223",2655000,2025-03-15,house,6.0,4.0,2.0,555.0,2025-03-18T04:40:53.911398
MORTDALE,"12/2-6 Martin Place, Mortdale NSW 2223",782222,2025-03-14,apartment,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"7/33 Oxford Street, Mortdale NSW 2223",577000,2025-03-05,apartment,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"9/53-57 Station Street, Mortdale NSW 2223",760000,2025-03-05,unit,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"5/28 Station Street, Mortdale NSW 2223",597500,2025-03-04,apartment,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"20/36-40 Jersey Avenue, Mortdale NSW 2223",800000,2025-03-03,apartment,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"2/22 Macquarie Place, Mortdale NSW 2223",640000,2025-03-03,unit,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"36 Newman Street, Mortdale NSW 2223",2260000,2025-03-01,house,3.0,2.0,2.0,406.0,2025-03-18T04:40:53.911398
MORTDALE,"2/1 Martin Place, Mortdale NSW 2223",1016000,2025-03-01,townhouse,3.0,2.0,2.0,,2025-03-18T04:40:53.911398
MORTDALE,"16/40-46 Station Street, Mortdale NSW 2223",765000,2025-02-27,unit,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"40A Villiers Avenue, Mortdale NSW 2223",1780000,2025-02-27,house,3.0,2.0,2.0,649.0,2025-03-18T04:40:53.911398
MORTDALE,"5/52 Station Street, Mortdale NSW 2223",595000,2025-02-26,unit,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"3/36-40 Oxford Street, Mortdale NSW 2223",786500,2025-02-19,apartment,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"10/72-78 Jersey Avenue, Mortdale NSW 2223",680017,2025-02-18,unit,2.0,1.0,1.0,72.0,2025-03-18T04:40:53.911398
MORTDALE,"4/46-48 Martin Place, Mortdale NSW 2223",680000,2025-02-18,unit,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"42 Mutual Road, Mortdale NSW 2223",1730000,2025-02-15,house,3.0,1.0,2.0,531.0,2025-03-18T04:40:53.911398
MORTDALE,"104/85-87 Railway Parade, Mortdale NSW 2223",900000,2025-02-14,apartment,2.0,2.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"6/22 George Street, Mortdale NSW 2223",851000,2025-02-13,apartment,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"26 Ballantyne Road, Mortdale NSW 2223",2400000,2025-02-10,house,5.0,3.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"4/32 Jersey Avenue, Mortdale NSW 2223",760000,2025-02-08,apartment,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"110 Victoria Avenue, Mortdale NSW 2223",2132800,2025-01-24,house,6.0,3.0,2.0,620.0,2025-03-18T04:40:53.911398
MORTDALE,"406/89-93 Railway Parade, Mortdale NSW 2223",930000,2025-01-23,apartment,2.0,2.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"504/1 Ellen Subway, Mortdale NSW 2223",932500,2025-01-21,apartment,2.0,2.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"401/89-93 Railway Parade, Mortdale NSW 2223",970000,2025-01-16,apartment,2.0,2.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"2/57 Oxford Street, Mortdale NSW 2223",623000,2025-01-14,unit,2.0,1.0,1.0,,2025-03-18T04:40:53.911398
MORTDALE,"2/58 Jersey Avenue, Mortdale NSW 2223",640000,2025-01-10,apartment,2.0,1.0,2.0,,2025-03-18T04:40:53.911398
MORTDALE,"306/89-93 Railway Parade, Mortdale NSW 2223",1225000,2025-01-09,apartment,3.0,2.0,2.0,,2025-03-18T04:40:53.911398
MORTDALE,"304/89-93 Railway Parade, Mortdale NSW 2223",970000,2025-01-06,apartment,2.0,2.0,1.0,,2025-03-18T04:40:53.911398
MORTLAKE,"203/18 Hilly Street, Mortlake NSW 2137",1718000,2025-03-05,apartment,3.0,2.0,2.0,,2025-03-18T04:40:59.079912
MORTLAKE,"19/86-88 Tennyson Road, Mortlake NSW 2137",805000,2025-02-21,unit,2.0,2.0,2.0,,2025-03-18T04:40:59.079912
MORTLAKE,"605/16 Hilly Street, Mortlake NSW 2137",590000,2025-01-17,apartment,1.0,1.0,1.0,,2025-03-18T04:40:59.079912
MORTLAKE,"404/16 Hilly Street, Mortlake NSW 2137",600000,2025-01-10,apartment,1.0,1.0,1.0,,2025-03-18T04:40:59.079912
MORUYA,"13 Hawdon Street, Moruya NSW 2537",810000,2025-02-24,house,3.0,1.0,2.0,849.0,2025-03-18T04:41:03.254336
MORUYA,"Address available on request, Moruya NSW 2537",2750000,2025-01-29,acreage-semi-rural,5.0,3.0,4.0,203500.0,2025-03-18T04:41:03.254336
MORUYA,"119 Donnelly Drive, Moruya NSW 2537",870000,2025-01-14,house,3.0,3.0,5.0,4473.0,2025-03-18T04:41:03.254336
MORUYA,"2 Caswell Street, Moruya NSW 2537",350000,2025-01-10,residential land,,,,1164.0,2025-03-18T04:41:03.254336
MORUYA HEADS,"1A Crest Crescent, Moruya Heads NSW 2537",750000,2025-03-14,house,3.0,2.0,2.0,460.0,2025-03-18T04:41:03.257907
MORUYA HEADS,"28/16 Native Way, Moruya Heads NSW 2537",530000,2025-03-14,house,3.0,2.0,2.0,,2025-03-18T04:41:03.257907
MORUYA HEADS,"359 South Head Road, Moruya Heads NSW 2537",950000,2025-03-13,house,3.0,1.0,4.0,1821.0,2025-03-18T04:41:03.257907
MORUYA HEADS,"25 Dell Parade, Moruya Heads NSW 2537",717500,2025-03-06,house,3.0,2.0,3.0,1040.0,2025-03-18T04:41:03.257907
MORUYA HEADS,"26/26-28 Native Way, Moruya Heads NSW 2537",460000,2025-02-07,unit,3.0,2.0,1.0,,2025-03-18T04:41:03.257907
MORUYA HEADS,"14 Headland Grove, Moruya Heads NSW 2537",785000,2025-01-30,house,4.0,3.0,4.0,947.0,2025-03-18T04:41:03.257907
MORUYA HEADS,"24 Millers Crescent, Moruya Heads NSW 2537",950000,2025-01-28,house,4.0,3.0,1.0,559.0,2025-03-18T04:41:03.257907
MOSMAN,"101V/70 Vista Street, Mosman NSW 2088",1050000,2025-03-17,apartment,1.0,1.0,1.0,,2025-03-18T04:41:08.503260
MOSMAN,"19 Clanalpine Street, Mosman NSW 2088",7100000,2025-03-15,house,3.0,1.0,,,2025-03-18T04:41:08.503260
MOSMAN,"29/129 Spit Road, Mosman NSW 2088",855000,2025-03-14,apartment,1.0,1.0,1.0,,2025-03-18T04:41:08.503260
MOSMAN,"69 Belmont Road, Mosman NSW 2088",4125000,2025-03-14,duplex-semi-detached,3.0,2.0,2.0,310.0,2025-03-18T04:41:08.503260
MOSMAN,"409/46-54 Harbour Street, Mosman NSW 2088",1125000,2025-03-08,apartment,1.0,1.0,1.0,78.0,2025-03-18T04:41:08.503260
MOSMAN,"5/102 Spit Road, Mosman NSW 2088",692000,2025-03-07,apartment,1.0,1.0,,60.0,2025-03-18T04:41:08.503260
MOSMAN,"3/1B Badham Avenue, Mosman NSW 2088",1735000,2025-03-07,townhouse,2.0,1.0,1.0,140.0,2025-03-18T04:41:08.503260
MOSMAN,"24/3 Mosman Street, Mosman NSW 2088",1350000,2025-03-05,apartment,3.0,1.0,1.0,,2025-03-18T04:41:08.503260
MOSMAN,"26 Ida Avenue, Mosman NSW 2088",6420000,2025-02-22,house,5.0,3.0,2.0,,2025-03-18T04:41:08.503260
MOSMAN,"13B/2 Brady Street, Mosman NSW 2088",3300000,2025-02-20,apartment,3.0,2.0,2.0,,2025-03-18T04:41:08.503260
MOSMAN,"37 Bond Street, Mosman NSW 2088",3820000,2025-02-14,house,4.0,3.0,2.0,349.0,2025-03-18T04:41:08.503260
MOSMAN,"3/86 Avenue Road, Mosman NSW 2088",2525000,2025-02-07,townhouse,3.0,2.0,1.0,,2025-03-18T04:41:08.503260
MOSMAN,"5/46A Moruben Road, Mosman NSW 2088",810000,2025-02-03,apartment,1.0,1.0,,,2025-03-18T04:41:08.503260
MOSMAN,"1/12 Earl Street, Mosman NSW 2088",2600000,2025-02-01,townhouse,3.0,2.0,2.0,289.0,2025-03-18T04:41:08.503260
MOSMAN,"9/2 Raglan Street, Mosman NSW 2088",1450000,2025-01-23,apartment,1.0,1.0,,,2025-03-18T04:41:08.503260
MOSMAN,"1/71 Bradleys Head Road, Mosman NSW 2088",930000,2025-01-23,apartment,1.0,1.0,1.0,,2025-03-18T04:41:08.503260
MOSMAN,"2/10 Punch Street, Mosman NSW 2088",856000,2025-01-17,apartment,2.0,1.0,,,2025-03-18T04:41:08.503260
MOSS VALE,"27/3 Suttor Road, Moss Vale NSW 2577",918000,2025-03-17,townhouse,3.0,2.0,2.0,,2025-03-18T04:41:08.505276
MOSS VALE,"13 Paul Crescent, Moss Vale NSW 2577",960000,2025-03-17,house,4.0,2.0,4.0,658.0,2025-03-18T04:41:08.505276
MOSS VALE,"5 Joyce Street, Moss Vale NSW 2577",1070000,2025-03-14,house,4.0,2.0,2.0,545.0,2025-03-18T04:41:08.505276
MOSS VALE,"3 Dengate Crescent, Moss Vale NSW 2577",880000,2025-03-14,house,4.0,2.0,2.0,777.0,2025-03-18T04:41:08.505276
MOSS VALE,"37 Watkins Drive, Moss Vale NSW 2577",2700000,2025-03-14,house,4.0,3.0,4.0,4235.0,2025-03-18T04:41:08.505276
MOSS VALE,"4 Watson Road, Moss Vale NSW 2577",835000,2025-03-13,house,5.0,2.0,2.0,765.0,2025-03-18T04:41:08.505276
MOSS VALE,"7a Woodville Road, Moss Vale NSW 2577",2480000,2025-03-06,house,4.0,3.0,1.0,2058.0,2025-03-18T04:41:08.505276
MOSS VALE,"5/8 Arthur Street, Moss Vale NSW 2577",595000,2025-03-05,townhouse,2.0,1.0,1.0,,2025-03-18T04:41:08.505276
MOSS VALE,"52 Parkes Road, Moss Vale NSW 2577",830000,2025-02-28,house,4.0,1.0,2.0,666.0,2025-03-18T04:41:08.505276
MOSS VALE,"4 Vanessa Place, Moss Vale NSW 2577",840000,2025-02-26,house,4.0,2.0,2.0,1021.0,2025-03-18T04:41:08.505276
MOSS VALE,"23 Campbell Crescent, Moss Vale NSW 2577",830000,2025-02-21,house,4.0,2.0,2.0,692.0,2025-03-18T04:41:08.505276
MOSS VALE,"19 Roche Close, Moss Vale NSW 2577",985000,2025-02-18,house,4.0,2.0,2.0,,2025-03-18T04:41:08.505276
MOSS VALE,"23 Anembo Street, Moss Vale NSW 2577",805000,2025-02-17,house,3.0,2.0,2.0,702.0,2025-03-18T04:41:08.505276
MOSS VALE,"6 James Street, Moss Vale NSW 2577",1180000,2025-02-17,house,3.0,1.0,1.0,1478.0,2025-03-18T04:41:08.505276
MOSS VALE,"35 Throsby Street, Moss Vale NSW 2577",1295000,2025-02-14,house,4.0,1.0,1.0,1075.0,2025-03-18T04:41:08.505276
MOSS VALE,"60A Argyle Street, Moss Vale NSW 2577",1695000,2025-02-07,house,3.0,2.0,,3571.0,2025-03-18T04:41:08.505276
MOSS VALE,"7 Wyatt Street, Moss Vale NSW 2577",995000,2025-02-06,house,4.0,2.0,6.0,947.0,2025-03-18T04:41:08.505276
MOSS VALE,"18 Beaconsfield Road, Moss Vale NSW 2577",1000000,2025-01-31,house,4.0,1.0,2.0,734.0,2025-03-18T04:41:08.505276
MOSS VALE,"10/67 Kirkham Street, Moss Vale NSW 2577",1030000,2025-01-29,villa,2.0,2.0,1.0,,2025-03-18T04:41:08.505276
MOSS VALE,"35 Arthur Street, Moss Vale NSW 2577",1120000,2025-01-28,house,3.0,1.0,1.0,1549.0,2025-03-18T04:41:08.505276
MOSS VALE,"Lot 4063, 143 Darraby Drive, Moss Vale NSW 2577",675000,2025-01-22,residential land,,,,1222.0,2025-03-18T04:41:08.505276
MOSS VALE,"28 Semkin Street, Moss Vale NSW 2577",820000,2025-01-14,house,3.0,1.0,1.0,1044.0,2025-03-18T04:41:08.505276
MOSS VALE,"2 Innes Road, Moss Vale NSW 2577",737500,2025-01-07,house,3.0,1.0,2.0,897.0,2025-03-18T04:41:08.505276
MOSSY POINT,"6 Estuary Way, Mossy Point NSW 2537",1820000,2025-02-14,house,6.0,3.0,8.0,5400.0,2025-03-18T04:41:08.507281
MOSSY POINT,"24 River Road, Mossy Point NSW 2537",950000,2025-02-11,house,3.0,2.0,2.0,837.0,2025-03-18T04:41:08.507281
MOUNT ANNAN,"144 Waterworth Drive, Mount Annan NSW 2567",1310000,2025-02-28,house,4.0,2.0,2.0,841.0,2025-03-18T04:41:12.980770
MOUNT ANNAN,"177 Mount Annan Drive, Mount Annan NSW 2567",1350000,2025-02-12,house,5.0,2.0,3.0,780.0,2025-03-18T04:41:12.980770
MOUNT ANNAN,"68 O'Dea Road, Mount Annan NSW 2567",1250000,2025-02-07,house,4.0,2.0,2.0,746.0,2025-03-18T04:41:12.980770
MOUNT ANNAN,"16 Mueller Way, Mount Annan NSW 2567",1180000,2025-02-06,house,4.0,2.0,2.0,620.0,2025-03-18T04:41:12.980770
MOUNT ANNAN,"1B Myoporum Avenue, Mount Annan NSW 2567",945000,2025-02-03,house,4.0,2.0,1.0,338.0,2025-03-18T04:41:12.980770
MOUNT ANNAN,"2 Breynia Court, Mount Annan NSW 2567",1430000,2025-01-24,house,5.0,3.0,2.0,650.0,2025-03-18T04:41:12.980770
MOUNT ANNAN,"45 & 45A O'Dea Road, Mount Annan NSW 2567",1450000,2025-01-21,house,5.0,3.0,3.0,910.0,2025-03-18T04:41:12.980770
MOUNT AUSTIN,"34 Adjin Street, Mount Austin NSW 2650",600000,2025-02-28,house,4.0,2.0,4.0,718.0,2025-03-18T04:41:20.436142
MOUNT AUSTIN,"133 Bourke Street, Mount Austin NSW 2650",429000,2025-02-28,house,4.0,1.0,2.0,607.0,2025-03-18T04:41:20.436142
MOUNT AUSTIN,"9 Condon Avenue, Mount Austin NSW 2650",410000,2025-02-11,house,3.0,1.0,,588.0,2025-03-18T04:41:20.436142
MOUNT AUSTIN,"4 Margaret Avenue, Mount Austin NSW 2650",396000,2025-02-07,house,3.0,1.0,1.0,581.0,2025-03-18T04:41:20.436142
MOUNT AUSTIN,"163 Bourke Street, Mount Austin NSW 2650",456400,2025-02-03,house,3.0,1.0,1.0,613.0,2025-03-18T04:41:20.436142
MOUNT AUSTIN,"2/54 Adjin Street, Mount Austin NSW 2650",345000,2025-02-03,unit,2.0,1.0,1.0,157.0,2025-03-18T04:41:20.436142
MOUNT AUSTIN,"46 McKell Avenue, Mount Austin NSW 2650",353200,2025-01-24,house,3.0,1.0,2.0,600.0,2025-03-18T04:41:20.436142
MOUNT AUSTIN,"39 Waranga Avenue, Mount Austin NSW 2650",625000,2025-01-18,house,4.0,2.0,2.0,725.0,2025-03-18T04:41:20.436142
