lganame,councilnam,suburbname,postcode,percentage,,,,LGA_WRONG,,FIX,LGA_NEIGHBOR_WRONG
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,BATHAMPTON,2795,100,,,,WALGETT,,,"BREWARRINA, COONAMBLE, MOREE PLAINS, NARRABRI, WALGETT, WARREN"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,BATHURST,2795,100,,,,WARREN,,,"BOGAN, BREWARRINA, COONAMBLE, GILGANDRA, LACHLAN, NARROMINE, WALGETT, WARREN"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,BILLYWILLINGA,2795,100,,,,WARRUMBUNGLE,,,"COONAMBLE, DUBBO REGIONAL, GILGANDRA, GUNNEDAH, LIVERPOOL PLAINS, MID-WESTERN REGIONAL, NARRABRI, UPPER HUNTER, WARRUMBUNGLE"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,BREWONGLE,2795,100,,,,WAVERLEY,,,"RANDWICK, WAVERLEY, WOOLLAHRA"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,BRUINBUN,2795,100,,,,WEDDIN,,,"BLAND, COWRA, FORBES, HILLTOPS, WEDDIN"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,CALOOLA,2795,88.8457686,,,,WENTWORTH,,,"BALRANALD, CENTRAL DARLING, WENTWORTH, UNINCORPORATED NSW"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,CHARLTON,2795,69.80569193,,,,WILLOUGHBY,,,"KU-RING-GAI, LANE COVE, NORTH SYDNEY, RYDE, WILLOUGHBY"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,CLEAR CREEK,2795,100,,,,WINGECARRIBEE,,,"GOULBURN MULWAREE, KIAMA, SHELLHARBOUR, SHOALHAVEN, UPPER LACHLAN SHIRE, WINGECARRIBEE, WOLLONDILLY, WOLLONGONG"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,COLO,2795,100,,,,WOLLONDILLY,,,"BLUE MOUNTAINS, CAMDEN, CAMPBELLTOWN, LIVERPOOL, OBERON, PENRITH, UPPER LACHLAN SHIRE, WINGECARRIBEE, WOLLONDILLY, WOLLONGONG"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,COPPERHANNIA,2795,100,,,,WOLLONGONG,,,"CAMPBELLTOWN, SHELLHARBOUR, SUTHERLAND SHIRE, WINGECARRIBEE, WOLLONDILLY, WOLLONGONG"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,COW FLAT,2795,100,,,,WOOLLAHRA,,,"RANDWICK, SYDNEY, WAVERLEY, WOOLLAHRA"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,CRUDINE,2795,31.85813093,,,,YASS VALLEY,,,"COOTAMUNDRA-GUNDAGAI REGIONAL, HILLTOPS, QUEANBEYAN-PALERANG REGIONAL, SNOWY VALLEYS, UPPER LACHLAN SHIRE, YASS VALLEY"
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,CURRAGH,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,DUNKELD,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,DURAMANA,2795,99.89460174,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,EGLINTON,2795,99.99388171,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,EVANS PLAINS,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,FITZGERALDS MOUNT,2799,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,FITZGERALDS VALLEY,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,FOREST GROVE,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,FOSTERS VALLEY,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,FREEMANTLE,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,GEMALLA,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,GEORGES PLAINS,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,GLANMIRE,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,GORMANS HILL,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,GOWAN,2795,72.74679745,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,HILL END,2850,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,KELSO,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,KILLONGBUTTA,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,KIRKCONNELL,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,LAFFING WATERS,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,LIMEKILNS,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,LLANARTH,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,LOCKSLEY,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,MEADOW FLAT,2795,45.5236543,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,MILKERS FLAT,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,MILLAH MURRAH,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,MITCHELL,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,MOUNT PANORAMA,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,MOUNT RANKIN,2795,99.98152919,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,NAPOLEON REEF,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,O'CONNELL,2795,12.60340972,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,ORTON PARK,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,PALING YARDS,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,PEEL,2795,99.78299648,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,PERTHVILLE,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,RAGLAN,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,ROBIN HILL,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,ROCK FOREST,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,ROCKLEY,2795,88.31502307,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,ROCKLEY MOUNT,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,SALLYS FLAT,2850,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,SOFALA,2795,28.92978376,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,SOUTH BATHURST,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,STEWARTS MOUNT,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,SUNNY CORNER,2795,82.68936489,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,TAMBAROORA,2850,20.49348515,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,TANNAS MOUNT,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,TARANA,2787,10.22066621,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,THE LAGOON,2795,55.49017672,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,THE ROCKS,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,TRIANGLE FLAT,2795,82.74560667,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,TRUNKEY CREEK,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,TURONDALE,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,UPPER TURON,2795,21.04899886,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,VITTORIA,2799,81.27862232,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WALANG,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WAMBOOL,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WATTLE FLAT,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WATTON,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WEST BATHURST,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WHITE ROCK,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WIAGDON,2795,99.89786402,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WIMBLEDON,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WINBURNDALE,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WINDRADYNE,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,WISEMANS CREEK,2795,9.496696573,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,YARRAS,2795,100,,,,,,,
BATHURST REGIONAL,BATHURST REGIONAL COUNCIL,YETHOLME,2795,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,ARNCLIFFE,2205,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BANKSIA,2216,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BANKSMEADOW,2019,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BARDWELL PARK,2207,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BARDWELL VALLEY,2207,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BEXLEY,2207,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BEXLEY NORTH,2207,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BOTANY,2019,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BOTANY BAY,,21.33307062,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,BRIGHTON-LE-SANDS,2216,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,CARLTON,2218,33.26290444,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,DACEYVILLE,2032,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,DOLLS POINT,2219,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,EASTGARDENS,2036,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,EASTLAKES,2018,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,HILLSDALE,2036,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,KINGSGROVE,2208,19.98278693,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,KOGARAH,2217,65.27925982,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,KYEEMAGH,2216,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,MASCOT,2020,98.04050151,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,MONTEREY,2217,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,PAGEWOOD,2035,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,RAMSGATE,2217,93.4136185,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,RAMSGATE BEACH,2217,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,ROCKDALE,2216,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,ROSEBERY,2018,23.90943504,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,SANDRINGHAM,2219,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,SANS SOUCI,2219,53.54793799,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,TURRELLA,2205,100,,,,,,,
BAYSIDE,BAYSIDE COUNCIL,WOLLI CREEK,2205,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,ANGLEDALE,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BALD HILLS,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BARRAGGA BAY,2546,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BEGA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BEMBOKA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BERMAGUI,2546,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BERRAMBOOL,2548,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BLACK RANGE,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BOURNDA,2548,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BOYDTOWN,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BROADWATER,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BROGO,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BUCKAJO,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,BURRAGATE,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,CANDELO,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,CATHCART,2632,46.35172986,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,CHINNOCK,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,COBARGO,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,COOLAGOLITE,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,COOLANGUBRA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,COOPERS GULLY,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,CUTTAGEE,2546,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,DEVILS HOLE,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,DIGNAMS CREEK,2546,52.72042312,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,DOCTOR GEORGE MOUNTAIN,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,EDEN,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,EDROM,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,FROGS HOLLOW,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,GLEN ALLEN,2631,1.1204E-08,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,GREEN CAPE,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,GREENDALE,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,GREENLANDS,2631,31.53041638,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,GREIGS FLAT,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,JELLAT JELLAT,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,KALARU,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,KAMERUKA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,KANOONA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,KIAH,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,KINGSWOOD,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,LOCHIEL,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MERIMBULA,2548,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MILLINGANDI,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MIRADOR,2548,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MOGAREEKA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MOGILLA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MORANS CROSSING,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MOUNT DARRAGH,2632,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MUMBULLA MOUNTAIN,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MURRAH,2546,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,MYRTLE MOUNTAIN,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NADGEE,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NARRABARBA,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NELSON,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NETHERCOTE,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NEW BUILDINGS,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NULLICA,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NUMBUGGA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NUNGATTA,2551,76.58478819,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,NUNGATTA SOUTH,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,PAMBULA,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,PAMBULA BEACH,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,PERICOE,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,QUAAMA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,REEDY SWAMP,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,ROCKY HALL,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,SOUTH PAMBULA,2549,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,SOUTH WOLUMLA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,STEEPLE FLAT,2631,27.39661561,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,STONY CREEK,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TANJA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TANTAWANGALO,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TARRAGANDA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TATHRA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TIMBILLICA,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TINPOT,2546,18.19741752,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TOOTHDALE,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TOWAMBA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,TURA BEACH,2548,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,VERONA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WADBILLIGA,2546,81.62477443,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WALLAGA LAKE,2546,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WALLAGOOT,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WANDELLA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WAPENGO,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WOG WOG,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WOLUMLA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WONBOYN,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WONBOYN NORTH,2551,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,WYNDHAM,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,YAMBULLA,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,YANKEES CREEK,2550,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,YELLOW PINCH,2548,100,,,,,,,
BEGA VALLEY,BEGA VALLEY SHIRE COUNCIL,YOWRIE,2550,90.50271539,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,BELLINGEN,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,BIELSDOWN HILLS,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,BOSTOBRICK,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,BRIERFIELD,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,BRINERVILLE,2454,88.605247,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,CASCADE,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,DARKWOOD,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,DEER VALE,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,DORRIGO,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,DORRIGO MOUNTAIN,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,FERNBROOK,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,FERNMOUNT,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,GLENIFFER,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,HYDES CREEK,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,KALANG,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,KENNAICLE CREEK,2449,88.5993018,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,MEGAN,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,MYLESTOM,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,NEVER NEVER,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,NORTH DORRIGO,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,RALEIGH,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,REPTON,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,SPICKETTS CREEK,2454,60.34287878,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,TALLOWWOOD RIDGE,2453,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,THORA,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,URUNGA,2455,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,VALERY,2454,100,,,,,,,
BELLINGEN,BELLINGEN SHIRE COUNCIL,VALLA,2448,19.69830856,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,BAROOGA,3644,100,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,BERRIGAN,2712,83.77642149,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,BOOMANOOMANA,2712,100,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,FINLEY,2713,85.06021778,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,LALALTY,3644,100,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,MULWALA,2647,6.157211138,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,OAKLANDS,2646,0.380588589,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,PINE LODGE,2714,11.35659746,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,SAVERNAKE,2646,35.38576475,,,,,,,
BERRIGAN,BERRIGAN SHIRE COUNCIL,TOCUMWAL,2714,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,ACACIA GARDENS,2763,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,ANGUS,2765,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,ARNDELL PARK,2148,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,BIDWILL,2770,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,BLACKETT,2770,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,BLACKTOWN,2148,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,BUNGARRIBEE,2767,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,COLEBEE,2761,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,COLYTON,2760,1.4897E-06,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,DEAN PARK,2761,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,DHARRUK,2770,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,DOONSIDE,2767,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,EASTERN CREEK,2766,99.99999999,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,EMERTON,2770,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,GLENDENNING,2761,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,GLENWOOD,2768,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,GRANTHAM FARM,2765,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,HASSALL GROVE,2761,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,HEBERSHAM,2770,100,,,,,,,
BLACKTOWN,BLACKTOWN CITY COUNCIL,HUNTINGWOOD,2148,100,,,,,,,
